dataset_name,record_id,source_id,review_status,reviewed_at,decision_reason
weather_transport_disruptions,wtdx_9a816eb4f0362d,src_c06baf16326e,rejected,2026-07-12,"evidence sentence does not directly support all inferred core fields, is a plan/general rule, is geographically mismatched, or is off-topic"
weather_transport_disruptions,wtdx_b96c396c4d2c85,src_4dacfa690ee9,rejected,2026-07-12,"evidence sentence does not directly support all inferred core fields, is a plan/general rule, is geographically mismatched, or is off-topic"
weather_transport_disruptions,wtdx_31b5a0e425b9ba,src_df2ceb6afaad,rejected,2026-07-12,"evidence sentence does not directly support all inferred core fields, is a plan/general rule, is geographically mismatched, or is off-topic"
weather_transport_disruptions,wtdx_717be9801344f9,src_ad01cb330370,rejected,2026-07-12,"evidence sentence does not directly support all inferred core fields, is a plan/general rule, is geographically mismatched, or is off-topic"
weather_transport_disruptions,wtdx_a99a6babb3cafd,src_d36590142b6a,rejected,2026-07-12,"evidence sentence does not directly support all inferred core fields, is a plan/general rule, is geographically mismatched, or is off-topic"
weather_transport_disruptions,wtdx_b2260296a004c2,src_350c8c949525,rejected,2026-07-12,"evidence sentence does not directly support all inferred core fields, is a plan/general rule, is geographically mismatched, or is off-topic"
weather_transport_disruptions,wtdx_2e431a0d52f51c,src_4ae438039c18,rejected,2026-07-12,"evidence sentence does not directly support all inferred core fields, is a plan/general rule, is geographically mismatched, or is off-topic"
weather_transport_disruptions,wtdx_cd7df428ce019c,src_217d7055662c,rejected,2026-07-12,"evidence sentence does not directly support all inferred core fields, is a plan/general rule, is geographically mismatched, or is off-topic"
weather_transport_disruptions,wtdx_3b3843f8150da1,src_ab0461ba533f,rejected,2026-07-12,"evidence sentence does not directly support all inferred core fields, is a plan/general rule, is geographically mismatched, or is off-topic"
weather_transport_disruptions,wtdx_0888923c7385ad,src_172f70a0aafd,rejected,2026-07-12,"evidence sentence does not directly support all inferred core fields, is a plan/general rule, is geographically mismatched, or is off-topic"
weather_transport_disruptions,wtdx_45fdfe075b0077,src_fb5e3d1ae012,rejected,2026-07-12,"evidence sentence does not directly support all inferred core fields, is a plan/general rule, is geographically mismatched, or is off-topic"
weather_transport_disruptions,wtdx_b707a73ed31a48,src_fb5e3d1ae012,rejected,2026-07-12,"evidence sentence does not directly support all inferred core fields, is a plan/general rule, is geographically mismatched, or is off-topic"
weather_transport_disruptions,wtdx_4d3ce4ccee2dce,src_31cf28866fed,rejected,2026-07-12,"evidence sentence does not directly support all inferred core fields, is a plan/general rule, is geographically mismatched, or is off-topic"
weather_transport_disruptions,wtdx_6c7b83673a82b5,src_e410071b06c6,rejected,2026-07-12,"evidence sentence does not directly support all inferred core fields, is a plan/general rule, is geographically mismatched, or is off-topic"
weather_transport_disruptions,wtdx_aa9864f599dc30,src_9382c53d87f6,rejected,2026-07-12,"evidence sentence does not directly support all inferred core fields, is a plan/general rule, is geographically mismatched, or is off-topic"
ride_hailing_promotion_rules,rhpx_06afbc8662916c,src_6f96f73f9187,rejected,2026-07-12,"evidence sentence does not directly support all inferred core fields, is a plan/general rule, is geographically mismatched, or is off-topic"
ride_hailing_promotion_rules,rhpx_1ffed2754cda60,src_930421f26664,rejected,2026-07-12,"evidence sentence does not directly support all inferred core fields, is a plan/general rule, is geographically mismatched, or is off-topic"
ride_hailing_promotion_rules,rhpx_63be53afe9940b,src_0e9e9c984675,rejected,2026-07-12,"evidence sentence does not directly support all inferred core fields, is a plan/general rule, is geographically mismatched, or is off-topic"
ride_hailing_promotion_rules,rhpx_fc5717317a56da,src_0e9e9c984675,rejected,2026-07-12,"evidence sentence does not directly support all inferred core fields, is a plan/general rule, is geographically mismatched, or is off-topic"
ride_hailing_promotion_rules,rhpx_9ff002e4b1f076,src_627f5c98ebfc,rejected,2026-07-12,"evidence sentence does not directly support all inferred core fields, is a plan/general rule, is geographically mismatched, or is off-topic"
ride_hailing_promotion_rules,rhpx_fbafecbf550640,src_f0828828aa54,rejected,2026-07-12,"evidence sentence does not directly support all inferred core fields, is a plan/general rule, is geographically mismatched, or is off-topic"
subdistrict_elder_support_facts,sefx_4985c2ce35a7c1,src_7e3bec683dea,rejected,2026-07-12,"evidence sentence does not directly support all inferred core fields, is a plan/general rule, is geographically mismatched, or is off-topic"
subdistrict_elder_support_facts,sefx_4e1c1191befb63,src_7e3bec683dea,rejected,2026-07-12,"evidence sentence does not directly support all inferred core fields, is a plan/general rule, is geographically mismatched, or is off-topic"
subdistrict_elder_support_facts,sefx_4c2254f519d914,src_7e3bec683dea,rejected,2026-07-12,"evidence sentence does not directly support all inferred core fields, is a plan/general rule, is geographically mismatched, or is off-topic"
subdistrict_elder_support_facts,sefx_d54ae597f1dfb5,src_36df9e353d6d,rejected,2026-07-12,"evidence sentence does not directly support all inferred core fields, is a plan/general rule, is geographically mismatched, or is off-topic"
subdistrict_elder_support_facts,sefx_00ac92b0a1261f,src_36df9e353d6d,rejected,2026-07-12,"evidence sentence does not directly support all inferred core fields, is a plan/general rule, is geographically mismatched, or is off-topic"
subdistrict_elder_support_facts,sefx_271a4ee4531683,src_36df9e353d6d,rejected,2026-07-12,"evidence sentence does not directly support all inferred core fields, is a plan/general rule, is geographically mismatched, or is off-topic"
subdistrict_elder_support_facts,sefx_8030b61e113f47,src_96395eb67d3f,rejected,2026-07-12,"evidence sentence does not directly support all inferred core fields, is a plan/general rule, is geographically mismatched, or is off-topic"
subdistrict_elder_support_facts,sefx_72a06367b0c792,src_6036bd125e3e,rejected,2026-07-12,"evidence sentence does not directly support all inferred core fields, is a plan/general rule, is geographically mismatched, or is off-topic"
subdistrict_elder_support_facts,sefx_d997ba8fc5bdea,src_7b4f162e2db3,rejected,2026-07-12,"evidence sentence does not directly support all inferred core fields, is a plan/general rule, is geographically mismatched, or is off-topic"
subdistrict_elder_support_facts,sefx_cc39b291053a00,src_d77763cebea3,rejected,2026-07-12,"evidence sentence does not directly support all inferred core fields, is a plan/general rule, is geographically mismatched, or is off-topic"
subdistrict_elder_support_facts,sefx_871ccfedebd0cb,src_c182b0ea632b,rejected,2026-07-12,"evidence sentence does not directly support all inferred core fields, is a plan/general rule, is geographically mismatched, or is off-topic"
subdistrict_elder_support_facts,sefx_5a97f9d850d658,src_8ff871c9ecff,rejected,2026-07-12,"evidence sentence does not directly support all inferred core fields, is a plan/general rule, is geographically mismatched, or is off-topic"
subdistrict_elder_support_facts,sefx_17c3d830f1e093,src_7a0d4f6cb15f,rejected,2026-07-12,"evidence sentence does not directly support all inferred core fields, is a plan/general rule, is geographically mismatched, or is off-topic"
subdistrict_elder_support_facts,sefx_e04251d14a95f7,src_bacf0d8a799e,rejected,2026-07-12,"evidence sentence does not directly support all inferred core fields, is a plan/general rule, is geographically mismatched, or is off-topic"
subdistrict_elder_support_facts,sefx_31f459e6afa68b,src_337f8c036465,rejected,2026-07-12,"evidence sentence does not directly support all inferred core fields, is a plan/general rule, is geographically mismatched, or is off-topic"
subdistrict_elder_support_facts,sefx_49d5ea328e2e52,src_337f8c036465,rejected,2026-07-12,"evidence sentence does not directly support all inferred core fields, is a plan/general rule, is geographically mismatched, or is off-topic"
subdistrict_elder_support_facts,sefx_caf509ba756574,src_bbeea5bdbd3f,rejected,2026-07-12,"evidence sentence does not directly support all inferred core fields, is a plan/general rule, is geographically mismatched, or is off-topic"
subdistrict_elder_support_facts,sefx_9efa0b6a4ecf82,src_141b06d6ecb4,rejected,2026-07-12,"evidence sentence does not directly support all inferred core fields, is a plan/general rule, is geographically mismatched, or is off-topic"
subdistrict_elder_support_facts,sefx_72e5410333df2f,src_0b697eb1e43f,rejected,2026-07-12,"evidence sentence does not directly support all inferred core fields, is a plan/general rule, is geographically mismatched, or is off-topic"
subdistrict_elder_support_facts,sefx_d40b48c7cfc955,src_a20eb86a87a5,rejected,2026-07-12,"evidence sentence does not directly support all inferred core fields, is a plan/general rule, is geographically mismatched, or is off-topic"
subdistrict_elder_support_facts,sefx_7f01657623991e,src_a20eb86a87a5,rejected,2026-07-12,"evidence sentence does not directly support all inferred core fields, is a plan/general rule, is geographically mismatched, or is off-topic"
subdistrict_elder_support_facts,sefx_74ca71436b9d32,src_054a75740c70,rejected,2026-07-12,"evidence sentence does not directly support all inferred core fields, is a plan/general rule, is geographically mismatched, or is off-topic"
subdistrict_elder_support_facts,sefx_dca39df45637fe,src_b99049d70864,rejected,2026-07-12,"evidence sentence does not directly support all inferred core fields, is a plan/general rule, is geographically mismatched, or is off-topic"
subdistrict_elder_support_facts,sefx_ea1f218c839486,src_c6f6346e5d46,rejected,2026-07-12,"evidence sentence does not directly support all inferred core fields, is a plan/general rule, is geographically mismatched, or is off-topic"
subdistrict_elder_support_facts,sefx_a220e25dc70c9e,src_c6f6346e5d46,rejected,2026-07-12,"evidence sentence does not directly support all inferred core fields, is a plan/general rule, is geographically mismatched, or is off-topic"
subdistrict_elder_support_facts,sefx_6851630fdb9786,src_cad975e319e9,rejected,2026-07-12,"evidence sentence does not directly support all inferred core fields, is a plan/general rule, is geographically mismatched, or is off-topic"
subdistrict_elder_support_facts,sefx_ccea8c520aca3e,src_cf118c554b7d,rejected,2026-07-12,"evidence sentence does not directly support all inferred core fields, is a plan/general rule, is geographically mismatched, or is off-topic"
subdistrict_elder_support_facts,sefx_027bc479533964,src_cf118c554b7d,rejected,2026-07-12,"evidence sentence does not directly support all inferred core fields, is a plan/general rule, is geographically mismatched, or is off-topic"
subdistrict_elder_support_facts,sefx_e76e71e50887b4,src_9f1f3ec93df6,rejected,2026-07-12,"evidence sentence does not directly support all inferred core fields, is a plan/general rule, is geographically mismatched, or is off-topic"
subdistrict_elder_support_facts,sefx_a58fbadc856a85,src_9f1f3ec93df6,rejected,2026-07-12,"evidence sentence does not directly support all inferred core fields, is a plan/general rule, is geographically mismatched, or is off-topic"
subdistrict_elder_support_facts,sefx_f81a6bf6341c04,src_d66d4d2240cd,rejected,2026-07-12,"evidence sentence does not directly support all inferred core fields, is a plan/general rule, is geographically mismatched, or is off-topic"
subdistrict_elder_support_facts,sefx_cf8625ecd1fa64,src_6c9e34fe3889,rejected,2026-07-12,"evidence sentence does not directly support all inferred core fields, is a plan/general rule, is geographically mismatched, or is off-topic"
subdistrict_elder_support_facts,sefx_20957a997716b9,src_8fc9e24a35d0,rejected,2026-07-12,"evidence sentence does not directly support all inferred core fields, is a plan/general rule, is geographically mismatched, or is off-topic"
subdistrict_elder_support_facts,sefx_9c1253f57ca3aa,src_437975e07bf4,rejected,2026-07-12,"evidence sentence does not directly support all inferred core fields, is a plan/general rule, is geographically mismatched, or is off-topic"
subdistrict_elder_support_facts,sefx_95d9d81b52c1df,src_eabdcfd819a3,rejected,2026-07-12,"evidence sentence does not directly support all inferred core fields, is a plan/general rule, is geographically mismatched, or is off-topic"
